title,runtime,imdb_score,imdb_votes,user_review_count,critic_review_count,critic_overall_score,critic_positive_score,critic_mixed_score,critic_negative_score,user_overall_score,user_positive_score,user_mixed_score,user_negative_score,#_of_nominations,#_of_wins
The Longest Yard,121,7.1,18601,75,61,61,4,3,0,6.5,4,4,0,1,0
The Lord of the Rings: The Fellowship of the Ring,178,8.9,1790895,5600,212,92,33,1,0,9.1,2194,59,81,13,4
The Lord of the Rings: The Two Towers,179,8.8,1598345,2600,313,87,38,1,0,9,1772,43,63,6,2
The Lost World: Jurassic Park,129,6.5,404525,732,186,59,7,11,0,7.1,327,145,23,1,0
The Lovely Bones,135,6.6,167402,758,311,42,7,19,10,6.2,146,95,44,1,0
The Lover,115,6.9,21003,105,32,59,12,13,0,0,0,1,0,1,0
The Madness of King George,110,7.2,16570,68,41,89,19,0,0,7.5,6,2,0,4,1
The Magnificent Ambersons,88,7.6,24531,141,88,93,16,1,0,8.6,8,1,0,4,0
The Magnificent Seven,128,7.7,93519,314,131,74,9,4,0,7.6,25,3,2,3,0
The Maltese Falcon,100,8,156298,449,143,97,16,0,0,8.1,58,5,1,3,0
The Man Who Knew Too Much,120,7.4,63555,286,90,76,9,1,0,8.4,28,1,0,1,1
The Man Who Shot Liberty Valance,123,8.1,74630,286,102,94,9,1,0,8.6,39,3,0,1,0
The Man Who Wasn't There,116,7.5,108530,473,172,73,27,4,2,7.8,70,17,1,1,0
The Man Who Would Be King,129,7.8,48279,211,45,91,14,1,0,6.9,10,3,2,4,0
The Man with the Golden Arm,119,7.3,11059,91,66,63,5,5,0,7,2,2,0,3,0
The Manchurian Candidate,126,7.9,74768,363,126,94,19,1,0,8.1,99,9,6,2,0
The Mask,101,6.9,374679,335,79,56,6,5,1,7.6,235,51,27,1,0
The Mask of Zorro,136,6.8,180832,370,123,63,13,9,0,8.7,204,37,4,2,0
The Matrix,136,8.7,1850816,4800,250,73,29,5,1,8.9,1763,65,52,4,4
The Messenger,113,7.1,35136,103,204,77,27,4,1,7.6,51,5,3,2,0
The Miracle Worker,106,8.1,18652,111,48,83,7,0,0,7.1,7,0,2,5,2
The Miracle of Morgan's Creek,98,7.6,7428,82,53,86,15,0,0,0,0,0,0,1,0
The Mission,125,7.4,60516,234,68,55,8,9,1,8.6,8,1,0,7,1
The Molly Maguires,124,6.8,3890,46,19,62,4,4,0,0,0,0,0,1,0
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,92,7.7,2341,22,23,75,17,1,0,7.6,12,0,1,1,0
The Motorcycle Diaries,126,7.8,100427,312,190,75,31,6,0,7.6,54,8,4,2,1
The Mummy,124,7.1,417950,1.1,130,48,11,16,7,8.7,618,54,16,1,0
The Muppet Movie,95,7.6,35584,132,77,74,6,1,0,8.3,36,0,1,2,0
The Muppets,103,7.1,91535,270,400,75,34,3,0,7.8,315,54,20,1,1
The Muppets Take Manhattan,94,6.8,21054,66,43,64,5,4,0,8,10,3,0,1,0
The Naked Prey,96,7.3,5327,85,55,64,9,2,1,0,2,0,0,1,0
The Natural,138,7.4,48224,234,67,61,10,9,0,7.7,12,3,2,4,0
The New World,135,6.7,85825,744,169,69,27,11,0,6.8,138,38,45,1,0
The Nun's Story,149,7.5,10470,104,32,78,5,1,0,0,0,2,0,8,0
The Nutty Professor,95,5.7,115820,138,51,62,13,7,0,6.9,40,34,4,1,1
The Odd Couple,105,7.7,34439,149,72,86,10,0,0,8.2,9,1,0,2,0
The Old Man and the Sea,86,6.9,7744,59,14,49,2,5,1,0,0,0,0,4,2
The Omen,111,7.5,116149,402,148,62,5,5,0,7.9,46,5,0,2,1
The Outlaw Josey Wales,135,7.8,72180,253,58,69,7,2,0,8.2,19,2,1,1,0
The Paper,112,6.6,14065,82,38,70,25,5,0,0,0,0,0,1,0
The Paper Chase,113,7.2,7888,95,22,65,3,4,0,0,2,0,0,3,1
The Parent Trap,129,7.2,21179,108,39,73,3,1,0,8.2,5,0,0,2,0
The Patriot,165,7.2,269439,1200,172,63,23,11,1,6.7,113,35,23,8,1
The Pawnbroker,116,7.7,9412,93,63,69,7,3,1,0,1,0,0,1,0
The People vs. Larry Flynt,130,7.3,93754,154,73,79,21,1,2,8.4,110,11,1,2,0
The Perfect Storm,130,6.4,165265,814,176,59,20,15,1,6.1,33,38,13,2,0
The Phantom of the Opera,143,7.2,121349,2.1,146,40,10,14,15,8.4,319,35,40,3,0
The Philadelphia Story,112,7.9,68153,259,85,96,13,0,0,8,21,4,0,6,2
The Pianist,150,8.6,801208,1000,141,85,37,3,0,7.9,428,25,52,7,3
The Piano,121,7.5,86767,293,80,89,19,0,1,8,102,15,8,8,3
The Pink Panther,115,7.1,51695,198,85,55,1,3,0,6.4,10,4,2,1,0
The Pink Panther Strikes Again,103,7.2,29599,124,37,60,4,3,0,7,5,3,0,1,0
The Pirates! Band of Misfits,88,6.7,47686,120,236,73,27,4,0,7,98,35,9,1,0
The Player,124,7.5,59280,205,86,86,17,2,1,8.1,55,2,4,3,0
The Polar Express,100,6.6,200837,621,166,61,23,9,4,6.9,167,59,31,3,0
The Poseidon Adventure,117,7.1,44457,302,73,70,8,2,0,7.7,11,3,0,9,2
The Prestige,130,8.5,1288042,1600,365,66,26,9,1,8.6,1291,69,61,2,0
The Prince of Egypt,99,7.1,128642,462,101,64,18,7,1,8.6,157,11,5,2,1
The Prince of Tides,132,6.8,17972,124,39,65,12,8,1,7.9,5,2,0,7,0
The Princess Bride,98,8,419646,944,220,77,16,4,0,8.3,222,35,7,1,0
The Princess and the Frog,97,7.1,138817,283,231,73,23,6,0,7.4,179,51,14,3,0
The Producers,88,7.5,55270,287,108,96,6,0,0,8.4,53,5,2,2,1
The Professionals,117,7.3,15993,106,55,75,7,2,0,7.2,5,1,0,3,0
The Promise,97,6.5,752,33,5,42,0,3,1,0,0,0,0,1,0
The Purple Rose of Cairo,82,7.7,51010,166,89,75,5,1,1,8.4,62,4,2,1,0
The Pursuit of Happyness,117,8,493233,889,190,64,22,14,0,7.2,287,50,55,1,0
The Queen,103,7.3,109305,473,273,91,37,0,0,6.7,262,45,79,6,1
The Quiet American,101,7,28219,212,74,84,37,1,1,8.7,50,1,3,1,0
The Quiet Man,129,7.7,38121,292,105,85,16,1,0,0,1,2,0,7,2
The Reader,124,7.6,240833,484,291,58,19,17,2,7.3,135,43,15,5,1
The Red Violin,130,7.6,32893,280,57,57,11,10,1,8,21,1,2,1,1
The Reivers,107,6.7,3010,36,20,66,6,2,1,0,0,0,0,2,0
The Remains of the Day,134,7.8,72593,227,61,86,11,1,0,8.4,59,3,1,8,0
The Rescuers,78,6.9,62899,111,67,74,5,3,0,6.4,16,10,3,1,0
The Right Stuff,193,7.8,60574,206,71,91,15,1,0,8.1,18,2,1,8,4
The River,124,6.3,6946,18,21,46,1,10,0,0,1,0,0,5,1
The Rock,136,7.4,331433,528,130,58,14,8,2,8.6,365,34,22,1,0
The Rose,125,7,8567,64,33,67,7,0,2,0,2,0,0,4,0
The Royal Tenenbaums,110,7.6,286543,1000,223,76,28,6,0,7.9,282,33,18,1,0
The Savages,113,7.1,37164,133,198,85,37,0,0,7.5,78,19,7,2,0
The Sea Inside,126,8,81046,152,158,74,33,5,0,8.1,48,3,4,2,1
The Secret in Their Eyes,129,8.2,205655,339,282,80,32,1,3,8.5,190,18,5,1,1
The Secret of Kells,75,7.6,34920,105,129,81,19,1,0,7.9,78,10,5,1,0
The Sessions,95,7.2,42512,151,337,79,36,3,0,7.6,78,18,1,1,0
The Shootist,100,7.6,24138,184,60,77,8,2,0,7.4,4,1,0,1,0
The Silence of the Lambs,118,8.6,1378848,1500,245,85,18,2,0,8.8,761,22,15,7,5
The Snows of Kilimanjaro,114,6.1,5222,69,11,62,4,3,0,0,0,0,0,2,0
The Social Network,120,7.8,679956,1000,432,95,41,1,0,8.2,1900,183,102,8,3
The Sound of Music,172,8.1,224790,544,136,63,6,3,2,8.5,55,3,3,10,5
The Spy Who Loved Me,125,7.1,106539,366,110,55,4,8,0,7,40,16,4,3,0
The Sting,129,8.3,256605,340,132,83,12,5,0,8.2,56,5,2,10,7
The Story of the Weeping Camel,93,7.4,6235,68,87,81,28,2,0,8.4,15,1,2,1,0
The Straight Story,112,8,89020,474,158,86,31,1,0,8.3,101,9,4,1,0
The Stranger,95,7.3,26235,233,93,76,8,1,0,7.6,13,0,1,1,0
The Stunt Man,131,7,9595,87,79,77,14,2,0,6.8,3,2,0,3,0
The Sundowners,133,7.1,4230,44,29,82,8,1,0,0,0,1,0,5,0
The Sweet Hereafter,112,7.5,34843,226,95,91,23,0,0,8.1,50,6,4,2,0
The Sword in the Stone,79,7.2,96113,115,67,61,3,4,0,7.4,32,11,1,1,0
The Talented Mr. Ripley,139,7.4,204019,788,178,76,31,2,2,8.6,333,20,20,5,0
The Taste of Others,112,7.2,9725,52,52,78,22,2,0,6.9,4,5,0,1,0
The Tempest,110,5.3,7840,52,86,43,6,16,6,6.4,7,10,3,1,0
The Thin Man,91,7.9,29128,167,82,86,16,0,0,7.7,6,0,1,4,0
The Thin Red Line,170,7.6,184809,1500,172,78,29,3,0,8.1,208,23,19,7,0
The Third Man,93,8.1,168939,506,210,97,29,1,0,8.5,84,4,2,3,1
The Thomas Crown Affair,102,6.9,24700,161,78,66,5,2,0,7.3,8,3,0,2,1
The Three Caballeros,71,6.4,13833,58,43,85,5,0,1,6.8,8,6,2,2,0
The Time Machine,103,7.5,40565,256,82,67,5,4,0,6.9,9,0,1,2,1
The Tin Drum,142,7.5,23849,91,93,63,7,4,0,7.4,5,0,0,1,1
The Towering Inferno,165,7,43020,260,92,69,9,2,0,8.2,15,1,0,8,3
The Town,125,7.5,380773,563,387,74,38,4,0,7.4,455,68,40,1,0
The Treasure of the Sierra Madre,126,8.2,122635,306,103,98,9,1,0,8.5,99,9,2,4,3
The Tree of Life,139,6.8,175103,1.1,606,85,45,4,1,7,474,96,129,3,0
The Trip to Bountiful,108,7.5,4692,73,18,81,7,3,0,0,0,0,0,2,1
The Triplets of Belleville,80,7.8,54020,320,172,91,34,1,0,7.7,109,12,16,2,0
The Truman Show,103,8.2,1029444,1300,250,90,30,0,0,6.7,775,32,269,3,0
The Turning Point,119,6.8,4625,36,17,68,7,3,0,0,1,1,0,11,0
The Twilight Samurai,129,8.1,23651,115,95,82,23,2,0,8.4,25,3,1,1,0
The Unbearable Lightness of Being,171,7.3,35816,143,59,73,10,7,0,7.3,5,2,1,2,0
The Usual Suspects,106,8.5,1056953,1400,147,77,18,3,1,8.8,599,34,17,2,2
The V.I.P.s,119,6.3,3812,70,27,51,3,2,1,0,2,1,0,1,1
The Verdict,129,7.7,39586,202,91,77,13,3,1,8.1,13,1,0,5,0
The Village,108,6.6,256978,2.1,279,44,11,19,10,6.7,222,72,66,2,0
The Visitor,104,7.6,42975,171,234,79,26,3,0,8,73,8,5,1,0
The War Room,96,7.4,4188,25,39,78,25,5,0,0,2,1,0,1,0
The War of the Worlds,85,7,35093,282,84,78,8,0,0,7.1,11,7,0,3,1
The Way Back,133,7.3,115326,227,210,66,24,9,0,7.2,81,21,6,1,0
The Way We Were,118,7,24742,132,54,61,6,5,0,7.1,5,2,0,6,2
The Weather Underground,92,7.5,3631,45,28,77,20,3,0,7.3,6,1,0,1,0
The Westerner,100,7.3,5858,68,22,78,5,1,0,0,0,0,0,3,1
The White Ribbon,144,7.8,72690,224,286,82,29,3,1,7.9,112,15,8,2,0
The Wild Bunch,135,7.9,83389,356,131,97,19,1,0,7.7,25,5,1,2,0
The Wind and the Lion,119,6.8,9199,118,40,67,7,2,0,0,1,0,0,2,0
The Wings of the Dove,102,7.1,12273,76,42,73,15,2,1,8.6,19,1,1,4,0
The Witches of Eastwick,118,6.5,68549,159,65,67,6,4,1,8,47,8,2,2,0
The Wiz,134,5.5,15025,174,39,53,5,4,2,7.8,4,1,1,4,0
The Wizard of Oz,102,8.1,388104,786,159,92,28,2,0,8.5,412,30,22,6,2
The Wolfman,103,5.8,106024,505,371,43,8,19,9,5.5,71,76,40,1,1
The Woman in Red,87,5.9,15403,62,28,55,4,5,1,6.8,2,2,0,1,1
The World According to Garp,136,7.2,26581,99,30,63,7,7,0,6.7,4,3,0,2,0
The Yearling,128,7.2,5833,87,24,89,6,0,0,0,1,0,0,7,2
The Young Victoria,105,7.2,61236,111,187,64,21,7,1,7.9,60,12,1,3,1
Thelma & Louise,130,7.5,150105,371,131,88,12,0,0,8.2,157,19,7,6,1
There Will Be Blood,158,8.2,566829,1400,352,93,39,3,0,8.1,1352,133,177,8,2
"They Shoot Horses, Don't They?",129,7.8,18958,119,66,72,6,2,0,7.3,5,2,0,9,1
They Were Expendable,135,7.2,8328,101,34,86,9,0,0,0,0,0,0,2,0
Thirteen,100,6.8,85808,568,119,70,27,10,0,8.3,171,10,23,1,0
Three Days of the Condor,117,7.4,54338,222,117,63,6,5,0,7.4,14,7,0,1,0
Three Men and a Cradle,106,6.5,3590,10,10,44,5,6,3,0,0,1,0,1,0
Through a Glass Darkly,90,8,24948,78,63,84,10,0,0,0,0,0,0,2,1
Throw Momma from the Train,88,6.3,36526,101,40,56,5,7,2,6.5,6,5,2,1,0
Thunderball,130,6.9,115602,382,118,64,5,4,0,6.7,44,23,3,1,1
Thunderbolt and Lightfoot,115,7,24945,130,96,62,6,4,0,7,6,4,0,1,0
Tinker Tailor Soldier Spy,127,7,199057,674,487,85,40,2,0,6.6,307,96,76,3,0
Titanic,194,7.9,1128378,3100,331,75,26,6,3,8.5,1235,79,99,16,12
Titus,162,7.1,20553,299,64,57,16,7,6,6.6,11,7,2,1,0
To Be or Not to Be,103,7.5,23400,100,58,73.5,10,2.5,1.5,3.85,9.5,0.5,1,4,0
To Catch a Thief,106,7.4,71563,281,150,82,18,1,0,6.8,5,3,0,3,1
To Each His Own,122,7.7,2749,39,11,67,5,2,0,0,0,0,0,2,1
To Kill a Mockingbird,129,8.3,310768,599,159,88,14,2,0,8.5,77,5,2,8,3
Tom Jones,129,6.4,12915,83,44,77,13,2,0,7,4,0,1,10,4
Tommy,111,6.6,20623,214,67,66,7,2,1,8,7,2,0,2,0
Tootsie,116,7.4,104704,262,98,88,19,2,0,8,93,13,3,10,1
Top Gun,110,6.9,324539,579,208,50,6,7,2,7.2,60,25,5,4,1
Top Hat,101,7.7,18945,140,60,92,14,1,0,7,3,1,0,4,0
Topsy-Turvy,160,7.3,12547,217,76,90,30,1,0,8,23,3,1,4,2
Tora! Tora! Tora!,144,7.5,33933,207,88,46,3,4,1,7.6,7,0,1,5,1
Tortilla Flat,105,6.2,1821,30,9,70,3,1,0,0,0,0,0,1,0
Total Recall,113,7.5,322845,533,251,57,11,4,2,8.8,392,28,10,3,1
Toy Story,81,8.3,958778,732,157,95,26,0,0,8.8,1342,44,44,3,0
Toy Story 2,92,7.9,563792,667,203,88,32,2,0,8.7,830,44,15,1,0
Toy Story 3,103,8.3,810066,953,465,92,39,0,0,8.9,1827,80,59,5,2
Toys,118,5.1,31847,177,30,40,3,13,9,5.1,2,6,3,2,0
Trading Places,116,7.5,148852,240,101,69,8,1,1,8.3,93,12,3,1,0
Traffic,147,7.6,205189,912,178,86,31,3,0,8.8,293,23,6,5,4
Training Day,122,7.7,422550,765,125,69,26,8,1,8.8,404,23,4,2,1
Trainspotting,93,8.2,671538,672,154,83,26,2,0,8.7,554,29,15,1,0
Transamerica,103,7.4,41221,237,173,66,27,10,0,7.8,60,10,4,2,0
Transformers,144,7.1,625218,1900,389,61,26,7,2,6.9,969,277,224,3,0
Transformers: Dark of the Moon,154,6.2,401597,980,432,42,6,23,8,5.8,549,370,288,3,0
Transformers: Revenge of the Fallen,149,6,401877,1500,374,35,5,11,16,5.4,733,359,606,1,0
Treasure Planet,95,7.2,114121,301,121,60,20,7,3,8.1,181,17,15,1,0
Tristana,99,7.4,11691,31,62,93,7,0,0,8.1,21,2,2,1,0
Tropic Thunder,107,7.1,404049,698,323,71,30,9,0,7.4,460,94,73,1,0
Trouble the Water,93,7.3,2016,22,44,83,24,2,0,7.9,13,2,1,1,0
Troy,163,7.3,521155,1800,205,56,18,21,4,8.6,561,85,24,1,0
True Grit,119,7.5,189701,529,297,81.5,27,1.5,0.5,3.85,317,42.5,16.5,24,2
True Lies,141,7.3,252909,447,100,63,10,6,1,8.5,260,31,14,1,0
Tsotsi,94,7.2,28472,185,156,70,28,7,0,7.7,31,6,2,1,1
Tumbleweeds,102,6.7,3443,73,59,75,30,4,0,7.3,6,1,0,1,0
Tupac: Resurrection,112,7.9,9487,40,27,66,23,10,0,8.4,29,0,3,1,0
Twice in a Lifetime,111,6.4,1197,22,13,58,7,4,3,0,0,0,0,1,0
Twist of Faith,87,7.2,930,16,16,70,8,1,0,0,2,0,0,1,0
Twister,113,6.4,192049,496,133,68,12,4,1,7.2,81,48,11,2,0
Two for the Road,111,7.4,13309,114,59,78,8,5,0,0,1,0,0,1,0
Two-Minute Warning,115,6.1,3904,62,40,46,2,3,3,0,0,0,0,1,0
U-571,116,6.6,81850,660,147,62,22,11,2,6.8,34,10,6,2,1
Ulee's Gold,113,7,7156,66,54,77,19,4,0,7.4,11,4,0,1,0
Umberto D.,89,8.2,25398,113,81,92,8,1,0,8,24,4,1,1,0
Undefeated,113,7.7,7042,38,106,71,25,3,1,7.4,23,3,4,1,1
Under Fire,128,7,7710,44,42,72,12,1,0,0,0,0,0,1,0
Under Siege,103,6.5,85170,228,100,58,6,10,1,7.2,17,10,0,2,0
Under the Volcano,112,6.9,5492,38,50,70,9,3,2,0,0,0,0,2,0
Unfaithful,124,6.7,87864,584,89,63,23,8,3,7.7,55,12,5,1,0
Unforgiven,130,8.2,402515,669,136,85,29,3,1,8.4,241,22,9,9,4
United 93,111,7.6,105357,885,144,90,39,1,0,7.6,320,43,60,2,0
Unstoppable,98,6.8,194800,423,318,69,24,9,1,7,217,87,16,1,0
Unstrung Heroes,93,6.7,3138,32,32,70,15,8,1,6.1,7,1,4,1,0
Up,96,8.3,1009261,1000,408,88,34,3,0,8.7,1317,82,33,6,3
Valley of the Dolls,123,6,8535,175,69,49,3,5,2,0,3,0,0,1,0
Valmont,137,7,13433,71,21,55,6,5,3,7.7,17,4,2,1,0
Vanilla Sky,136,6.9,261005,1300,151,45,12,12,9,8.3,434,41,58,1,0
Vatel,103,6.6,7806,46,34,44,4,6,3,6.7,10,3,3,1,0
Velvet Goldmine,118,6.9,35413,330,89,65,15,8,2,8,43,7,4,1,0
Venus,95,7.1,12974,118,121,82,32,0,0,7.1,30,6,6,1,0
Vera Drake,125,7.7,25295,177,149,83,36,4,0,7.5,37,4,6,3,0
Vertigo,128,8.3,393027,993,199,100,31,1,0,8.7,284,22,5,2,0
Vicky Cristina Barcelona,96,7.1,252599,424,276,70,30,4,2,7,190,42,32,1,1
Victor/Victoria,134,7.6,21226,133,40,84,10,2,0,7.5,7,3,0,7,1
Volver,121,7.6,100357,253,135,84,36,1,1,8.4,217,18,17,1,0
W.E.,119,6.2,12850,91,118,37,3,20,9,6.9,70,11,24,1,0
Wag the Dog,97,7.1,83168,247,117,73,16,6,0,7.4,42,12,2,2,0
Walk the Line,136,7.8,246738,926,268,72,30,9,0,8.3,315,38,20,5,1
Wall Street,126,7.3,152939,251,116,56,8,6,2,8.5,117,14,3,1,1
Waltz with Bashir,90,8,57445,169,237,91,32,1,0,7.9,131,12,15,1,0
Wanted,110,6.7,381705,836,307,64,28,8,2,4.8,295,120,278,2,0
War Horse,146,7.2,155270,569,400,72,29,11,0,6.8,263,75,54,6,0
War Photographer,96,7.9,4130,11,38,79,10,2,0,6.3,4,0,2,1,0
War Witch,90,7,7290,29,99,84,15,1,0,7.5,17,3,2,1,0
War of the Worlds,116,6.5,438057,2900,396,73,33,6,1,7.5,878,167,187,3,0
WarGames,114,7.1,98240,219,92,77,14,1,0,8,24,3,0,3,0
Waste Land,99,7.9,9105,24,93,78,19,1,0,8.5,19,1,1,1,0
Water,117,7.7,14815,155,84,77,22,3,0,7,20,9,4,1,0
Waterworld,177,6.2,192890,437,131,56,8,8,1,4.1,67,42,90,1,0
West Side Story,153,7.6,111973,484,155,86,14,3,0,7.6,49,11,5,11,10
Whale Rider,101,7.5,42187,374,138,80,28,3,0,5.6,71,14,46,1,0
What Dreams May Come,113,7,107604,704,80,44,4,15,6,6.8,48,27,9,2,1
What Ever Happened to Baby Jane?,134,8,54723,273,115,75,11,4,0,8,13,0,1,5,1
What's Eating Gilbert Grape,118,7.8,231177,394,92,73,13,7,0,8,46,5,1,1,0
What's Love Got to Do with It,118,7.3,20752,77,22,76,23,3,0,0,2,0,0,2,0
When Harry Met Sally...,95,7.7,212257,370,133,76,13,4,0,8.6,150,13,1,1,0
When We Were Kings,88,8,17823,71,73,83,20,1,0,8.5,18,0,2,1,1
White Christmas,120,7.6,42329,243,82,56,7,10,0,7.7,10,1,1,1,0
White Nights,136,6.6,7376,48,19,46,4,3,3,7.8,3,2,0,2,1
Who Framed Roger Rabbit,104,7.7,195988,322,148,83,10,4,1,8.6,282,15,11,6,3
Wild Strawberries,91,8.2,105215,211,103,88,16,1,0,7.9,12,0,2,1,0
Wild at Heart,125,7.2,91456,255,101,52,7,6,5,6.8,69,17,15,1,0
Willow,126,7.2,110365,285,114,47,2,9,1,7.7,28,3,1,2,0
Winged Migration,89,7.9,11883,154,96,82,32,2,0,8.2,19,1,1,1,0
Winter's Bone,100,7.1,141839,385,237,90,36,2,0,7.3,390,70,53,4,0
Witness,112,7.4,93171,235,105,76,10,4,0,8.3,75,11,1,8,2
Women on the Verge of a Nervous Breakdown,88,7.5,40535,85,63,85,12,0,0,8.2,36,3,1,1,0
Wonder Boys,107,7.3,63935,363,143,73,28,8,0,8,37,5,2,3,1
Woodstock,184,8.1,17106,74,67,95,9,0,0,0,1,0,0,3,1
Working Girl,113,6.8,56270,163,53,73,14,2,1,8.3,49,9,1,6,1
Written on the Wind,99,7.4,11478,101,69,86,14,1,0,0,1,1,0,3,1
Wyatt Earp,191,6.7,50115,190,52,47,4,12,4,6.7,12,11,1,1,0
Yentl,133,6.6,13946,100,32,68,6,5,0,7,2,2,0,5,1
Yojimbo,110,8.2,120378,225,136,93,15,1,0,7.9,7,0,1,1,0
You Can Count on Me,111,7.5,29743,248,71,85,28,3,0,8.4,94,5,9,2,0
Young Frankenstein,106,8,155058,398,127,80,8,1,1,8.3,48,4,0,2,0
Young Guns II,104,6.5,35542,93,24,47,3,13,2,8.3,5,1,0,1,0
Young Mr. Lincoln,100,7.5,8171,173,67,91,6,1,0,8,5,1,0,1,0
Young Sherlock Holmes,109,6.8,20950,111,81,65,9,6,0,7.4,7,2,0,1,0
Z,127,8.2,28010,117,85,86,18,1,0,7,6,2,2,5,2
Zelary,150,7.6,3541,36,25,66,16,4,0,7.5,7,4,0,1,0
Zus & Zo,106,6.1,1633,20,17,50,3,4,2,7.2,4,1,1,1,0
